ESTIMATED THICKNESSES

Thickness of film 1 = 170.00 nm

ESTIMATED INFLEXION POINTS

Inflexion point of the absorption coefficient of film 1 = 800.00 nm

ESTIMATED REFRACTIVE INDICES AND ABSORPTION COEFFICIENTS

Film 1

lambda                     n                          kappa
4.00000000000000000000e+02 2.01042684124468840068e+00 0.00000000000000000000e+00
4.03260869565217376476e+02 2.01001035190417631782e+00 0.00000000000000000000e+00
4.06521739130434809795e+02 2.00959386256366423495e+00 0.00000000000000000000e+00
4.09782608695652186270e+02 2.00917737322315215209e+00 0.00000000000000000000e+00
4.13043478260869562746e+02 2.00876088388264006923e+00 0.00000000000000000000e+00
4.16304347826086939222e+02 2.00834439454212798637e+00 0.00000000000000000000e+00
4.19565217391304372541e+02 2.00792790520161590351e+00 0.00000000000000000000e+00
4.22826086956521749016e+02 2.00751141586110382065e+00 0.00000000000000000000e+00
4.26086956521739125492e+02 2.00709492652059173778e+00 0.00000000000000000000e+00
4.29347826086956501968e+02 2.00667843718007965492e+00 0.00000000000000000000e+00
4.32608695652173935287e+02 2.00626194783956757206e+00 0.00000000000000000000e+00
4.35869565217391311762e+02 2.00584545849905548920e+00 0.00000000000000000000e+00
4.39130434782608688238e+02 2.00542896915854340634e+00 0.00000000000000000000e+00
4.42391304347826064713e+02 2.00501247981803132348e+00 0.00000000000000000000e+00
4.45652173913043498032e+02 2.00459599047751924061e+00 0.00000000000000000000e+00
4.48913043478260874508e+02 2.00417950113700715775e+00 0.00000000000000000000e+00
4.52173913043478250984e+02 2.00376301179649507489e+00 0.00000000000000000000e+00
4.55434782608695627459e+02 2.00334652245598299203e+00 0.00000000000000000000e+00
4.58695652173913060778e+02 2.00293003311547090917e+00 0.00000000000000000000e+00
4.61956521739130437254e+02 2.00251354377495882630e+00 0.00000000000000000000e+00
4.65217391304347813730e+02 2.00209705443444674344e+00 0.00000000000000000000e+00
4.68478260869565247049e+02 2.00168056509393466058e+00 0.00000000000000000000e+00
4.71739130434782623524e+02 2.00126407575342257772e+00 0.00000000000000000000e+00
4.75000000000000000000e+02 2.00084758641291049486e+00 0.00000000000000000000e+00
4.78260869565217376476e+02 2.00043109707239841200e+00 0.00000000000000000000e+00
4.81521739130434752951e+02 2.00001460773188632913e+00 0.00000000000000000000e+00
4.84782608695652186270e+02 1.99959811839137424627e+00 0.00000000000000000000e+00
4.88043478260869562746e+02 1.99918162905086260750e+00 0.00000000000000000000e+00
4.91304347826086939222e+02 1.99876513971035096873e+00 0.00000000000000000000e+00
4.94565217391304372541e+02 1.99834865036983932995e+00 0.00000000000000000000e+00
4.97826086956521749016e+02 1.99793216102932769118e+00 0.00000000000000000000e+00
5.01086956521739125492e+02 1.99751567168881605241e+00 0.00000000000000000000e+00
5.04347826086956501968e+02 1.99709918234830441364e+00 0.00000000000000000000e+00
5.07608695652173878443e+02 1.99668269300779277486e+00 0.00000000000000000000e+00
5.10869565217391311762e+02 1.99626620366728113609e+00 0.00000000000000000000e+00
5.14130434782608745081e+02 1.99584971432676949732e+00 0.00000000000000000000e+00
5.17391304347826121557e+02 1.99543322498625785855e+00 0.00000000000000000000e+00
5.20652173913043498032e+02 1.99501673564574621977e+00 0.00000000000000000000e+00
5.23913043478260874508e+02 1.99460024630523458100e+00 0.00000000000000000000e+00
5.27173913043478250984e+02 1.99418375696472294223e+00 0.00000000000000000000e+00
5.30434782608695627459e+02 1.99376726762421130346e+00 0.00000000000000000000e+00
5.33695652173913003935e+02 1.99335077828369966468e+00 0.00000000000000000000e+00
5.36956521739130494097e+02 1.99293428894318802591e+00 0.00000000000000000000e+00
5.40217391304347756886e+02 1.99251779960276476089e+00 0.00000000000000000000e+00
5.43478260869565247049e+02 1.99210131026234149587e+00 0.00000000000000000000e+00
5.46739130434782623524e+02 1.99168482092191823085e+00 0.00000000000000000000e+00
5.50000000000000000000e+02 1.99126833158149496583e+00 0.00000000000000000000e+00
5.53260869565217376476e+02 1.99085184224107170081e+00 0.00000000000000000000e+00
5.56521739130434752951e+02 1.99043535290064843579e+00 0.00000000000000000000e+00
5.59782608695652129427e+02 1.99001886356022517077e+00 0.00000000000000000000e+00
5.63043478260869505903e+02 1.98960237421980190575e+00 0.00000000000000000000e+00
5.66304347826086996065e+02 1.98918588487937864073e+00 0.00000000000000000000e+00
5.69565217391304372541e+02 1.98876939553895537571e+00 0.00000000000000000000e+00
5.72826086956521749016e+02 1.98835290619853211069e+00 0.00000000000000000000e+00
5.76086956521739125492e+02 1.98793641685810884567e+00 0.00000000000000000000e+00
5.79347826086956501968e+02 1.98751992751768558065e+00 0.00000000000000000000e+00
5.82608695652173878443e+02 1.98710343817726231563e+00 0.00000000000000000000e+00
5.85869565217391254919e+02 1.98668694883683905061e+00 4.00011659551908344001e-04
5.89130434782608745081e+02 1.98627045949641578559e+00 8.82123784828618608816e-04
5.92391304347826007870e+02 1.98585397015599252057e+00 1.36423591010532887363e-03
5.95652173913043498032e+02 1.98543748081578685927e+00 1.84634803538203913845e-03
5.98913043478260874508e+02 1.98502099147558119796e+00 2.32846016065874940326e-03
6.02173913043478250984e+02 1.98460450213537553665e+00 2.81057228593545966808e-03
6.05434782608695627459e+02 1.98418801279516987535e+00 3.29268441121216993289e-03
6.08695652173913003935e+02 1.98377152345496421404e+00 3.77479653628704728968e-03
6.11956521739130494097e+02 1.98335503411475855273e+00 4.25690866136192464647e-03
6.15217391304347756886e+02 1.98293854477455289143e+00 4.73902078643680200326e-03
6.18478260869565247049e+02 1.98252205543434723012e+00 5.22113290941552884994e-03
6.21739130434782623524e+02 1.98210556609414156881e+00 5.70324503239425569662e-03
6.25000000000000000000e+02 1.98168907675393590750e+00 6.18535715537298254330e-03
6.28260869565217376476e+02 1.98127258741373024620e+00 6.66746927835170938997e-03
6.31521739130434752951e+02 1.98085609807352458489e+00 7.14958140133043623665e-03
6.34782608695652129427e+02 1.98043960873331892358e+00 7.63169342098535437302e-03
6.38043478260869505903e+02 1.98002311939311326228e+00 8.11380544064027250939e-03
6.41304347826086996065e+02 1.97960663005290760097e+00 8.59591698525230714367e-03
6.44565217391304372541e+02 1.97919014071270193966e+00 9.07802852986434177796e-03
6.47826086956521749016e+02 1.97877365137249627836e+00 9.56014007447637641224e-03
